"bioID","pos","firstseason","lastseason","height","weight","college","collegeOther","birthDate","deathDate"
"parsoca99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"pascafl01w","C",0,0,76.0,187,"","","1982-01-19","0000-00-00"
"paschti01w","F",0,0,73.0,165,"Florida State","","1969-03-22","0000-00-00"
"pavlimi01w","F-C",0,0,75.0,175,"Denver","","1977-11-27","0000-00-00"
"payeka01w","G",0,0,68.0,150,"Stanford","","1974-03-06","0000-00-00"
"peckca99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"pederka01w","F",0,0,76.0,190,"Stanford","","1989-04-04","0000-00-00"
"penicti01w","G",0,0,71.0,145,"Old Dominion","","1974-09-18","0000-00-00"
"pennjo01w","F",0,0,72.0,160,"South Carolina","","1979-09-10","0000-00-00"
"perazja01w","G-F",0,0,72.0,170,"Maryland","","1960-12-06","0000-00-00"
"perkiji01w","G",0,0,68.0,155,"Texas Tech","","1982-02-23","0000-00-00"
"perpeer01w","F-G",0,0,75.0,181,"The Master's College","","1979-06-05","0000-00-00"
"perroki01w","G",0,0,65.0,130,"SW Louisiana","","1967-01-18","1999-08-19"
"peterde01w","F",0,0,74.0,170,"Notre Dame","","1989-10-08","0000-00-00"
"petroso01w","F",0,0,73.0,0,"none","","1989-02-18","0000-00-00"
"pettibr01w","G",0,0,69.0,150,"Florida","","1971-01-01","0000-00-00"
"philler01w","G",0,0,67.0,162,"","","1985-05-19","0000-00-00"
"phillpo01w","F",0,0,74.0,173,"Georgia","","1988-01-13","0000-00-00"
"phillta01w","F-C",0,0,74.0,200,"Central Florida","","1969-03-06","0000-00-00"
"phillta02w","C",0,0,78.0,198,"Xavier","","1989-01-24","0000-00-00"
"pierspl01w","F-C",0,0,74.0,181,"Texas Tech","","1981-08-30","0000-00-00"
"plankju99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"plowdvi01w","F",0,0,72.0,0,"Miami (FL)","","1971-07-22","0000-00-00"
"pohleje01w","G",0,0,72.0,179,"Stanford","","1989-05-02","0000-00-00"
"pollica01w","F",0,0,77.0,165,"Texas","","1966-03-16","0000-00-00"
"pondeca01w","G",0,0,69.0,160,"Rutgers","","1983-01-07","0000-00-00"
"potthan01w","F",0,0,73.0,191,"Penn State","","1974-06-12","0000-00-00"
"powelel01w","G",0,0,68.0,150,"Louisiana State","","1975-08-09","0000-00-00"
"powelni01w","F",0,0,74.0,175,"Stanford","","1982-06-22","0000-00-00"
"prahasa01w","G",0,0,67.0,129,"Ohio State","","1990-01-23","0000-00-00"
"pricear01w","G-F",0,0,69.0,133,"Mississippi","","1985-04-03","0000-00-00"
"pricefr01w","G",0,0,69.0,178,"Iowa","","1968-04-28","0000-00-00"
"priceka01w","G",0,0,70.0,148,"Stephen F. Austin","","1975-12-03","1999-01-18"
"pridely01w","F-G",0,0,74.0,180,"Kansas","","1978-10-16","0000-00-00"
"princep01w","G",0,0,69.0,167,"Rutgers","","1988-01-11","0000-00-00"
"pringla01w","F-C",0,0,75.0,162,"North Carolina","","1986-09-11","0000-00-00"
"queenbr01w","F",0,0,74.0,185,"Boston College","","1984-04-10","0000-00-00"
"quiglal01w","G",0,0,70.0,140,"DePaul","","1986-06-20","0000-00-00"
"quinnno01w","G",0,0,72.0,175,"UCLA","","1985-01-03","0000-00-00"
"quinnte01w","F",0,0,76.0,165,"Seton Hall","","1974-09-07","0000-00-00"
"radunha01w","C",0,0,75.0,187,"","","1978-01-10","0000-00-00"
"raglafe01w","G",0,0,67.0,133,"Oregon State","","1980-02-03","0000-00-00"
"randase01w","G",0,0,69.0,164,"Tennessee","","1979-02-07","0000-00-00"
"rasmukr01w","F",0,0,76.0,174,"Michigan State","","1978-11-01","0000-00-00"
"ravenbr01w","G",0,0,72.0,162,"Texas","","1988-08-01","0000-00-00"
"raymost01w","G",0,0,65.0,139,"Northern Illinois","","1985-01-15","0000-00-00"
"raymota01w","F",0,0,74.0,195,"Connecticut","","1980-04-12","0000-00-00"
"reddja01w","F",0,0,73.0,164,"Washington","","1977-11-05","0000-00-00"
"redmoka01w","G-F",0,0,73.0,0,"Gonzaga","Washington","1988-10-11","0000-00-00"
"reedbr01w","F",0,0,73.0,168,"Southern Mississippi","","1977-02-17","0000-00-00"
"reedch01w","F",0,0,73.0,165,"Arkansas-Little Rock","","1989-03-28","0000-00-00"
"reedmi01w","G",0,0,71.0,165,"Western Kentucky","","1973-05-24","0000-00-00"
"reevech99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"reidtr01w","F",0,0,71.0,150,"North Carolina","","1976-11-01","0000-00-00"
"reissta01w","G",0,0,66.0,129,"Virginia","","1970-04-02","0000-00-00"
"resska01w","F",0,0,76.0,194,"Boston College","","1985-06-26","0000-00-00"
"reynoch01w","F",0,0,74.0,180,"Houston","","1972-02-08","0000-00-00"
"richano99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"rileyan01w","G",0,0,65.0,136,"Oklahoma State","","1988-07-22","0000-00-00"
"rileyru01w","C",0,0,77.0,198,"Notre Dame","","1979-08-28","0000-00-00"
"rizzoje01w","G",0,0,66.0,146,"Connecticut","","1974-05-15","0000-00-00"
"roberav01w","G",0,0,69.0,145,"Ohio State","","1970-01-29","0000-00-00"
"roberny01w","C",0,0,75.0,209,"Old Dominion","","1976-03-10","0000-00-00"
"robertr99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"robinas01w","C",0,0,76.0,180,"Tennessee","","1982-08-12","0000-00-00"
"robincr01w","F-G",0,0,71.0,155,"SE Oklahoma State","","1974-01-22","0000-00-00"
"robinda01w","G",0,0,69.0,125,"Oklahoma","","1989-05-10","0000-00-00"
"robinre01w","G",0,0,71.0,166,"Virginia","","1978-06-15","0000-00-00"
"robinsc01w","G",0,0,71.0,155,"Louisiana State","","1983-01-09","0000-00-00"
"rolanja01w","G-F",0,0,73.0,167,"Purdue","","1975-02-03","0000-00-00"
"rollitr01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"rossad01w","G",0,0,68.0,142,"Texas Christian","","1984-11-23","0000-00-00"
"rossca99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"rothsro99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"rouilni01w","G",0,0,67.0,130,"Loyola Marymount","","1970-01-23","0000-00-00"
"roundsa01w","G",0,0,67.0,145,"Georgia","","1976-10-04","0000-00-00"
"roussju99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"ruffje01w","G-F",0,0,71.0,140,"Washington State","","1974-09-12","0000-00-00"
"rushle01w","F",0,0,73.0,175,"Oklahoma","","1984-10-25","0000-00-00"
"ryankr01w","F",0,0,71.0,150,"Sacramento State","","1972-11-19","0000-00-00"
"rycraeu01w","C",0,0,75.0,175,"Cal State Fullerton","","1968-12-06","0000-00-00"
"salesny01w","G-F",0,0,72.0,184,"Connecticut","","1976-05-10","0000-00-00"
"sampsch01w","G",0,0,71.0,175,"Kansas","","1974-09-01","0000-00-00"
"sampsto01w","G",0,0,70.0,0,"North Carolina","","1972-03-02","0000-00-00"
"samsh01w","F-G",0,0,72.0,160,"Vanderbilt","","1974-05-05","0000-00-00"
"sanchis01w","G",0,0,70.0,152,"","","1976-11-28","0000-00-00"
"sandeam01w","G",0,0,71.0,156,"Hawai'i","","1983-06-05","0000-00-00"
"sandish01w","G",0,0,72.0,145,"","","1969-01-22","0000-00-00"
"sanfona01w","F-C",0,0,76.0,200,"Kansas","","1976-05-10","0000-00-00"
"sanniol01w","C",0,0,74.0,0,"West Virginia","","1986-08-21","0000-00-00"
"santoal01w","C",0,0,77.0,181,"","","1973-12-02","0000-00-00"
"santoke01w","F",0,0,75.0,188,"","","1979-11-10","0000-00-00"
"sarenra01w","C",0,0,78.0,222,"","","1974-06-27","0000-00-00"
"sauerpa01w","C",0,0,76.0,203,"Connecticut","","1977-12-08","0000-00-00"
"saundja01w","F",0,0,71.0,145,"Texas A&M","","1979-08-21","0000-00-00"
"saureau01w","G",0,0,70.0,163,"","","1976-10-31","0000-00-00"
"savasla01w","G",0,0,68.0,134,"Washington","","1974-03-18","0000-00-00"
"schumke01w","C",0,0,77.0,183,"Connecticut","","1977-10-14","0000-00-00"
"schwege01w","G-F",0,0,72.0,160,"Duke","","1979-01-31","0000-00-00"
"scottol01w","C",0,0,74.0,175,"Stanford","","1976-08-05","0000-00-00"
"scottra01w","F",0,0,75.0,169,"Colorado","","1975-08-12","0000-00-00"
"shakiel01w","F-C",0,0,75.0,190,"","","1970-06-02","0000-00-00"
"sharpkb01w","G",0,0,69.0,145,"Cincinnati","","1981-04-18","0000-00-00"
"sharpli99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"sheetsh01w","G",0,0,66.0,130,"Colorado","","1975-08-15","0000-00-00"
"shegoch01w","C",0,0,77.0,0,"North Carolina","","1990-02-22","0000-00-00"
"shielas01w","G",0,0,70.0,155,"SW Tennessee CC","","1985-07-15","0000-00-00"
"shudlca01w","C",0,0,72.0,0,"Minnesota","","1972-05-13","0000-00-00"
"shulead01w","G",0,0,66.0,153,"Georgia","","1969-04-24","0000-00-00"
"shumajo01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"simondy01w","G",0,0,65.0,137,"Arizona State","","1989-09-29","0000-00-00"
"simpsda01w","F",0,0,75.0,160,"Houston","","1969-04-11","0000-00-00"
"slaisma01w","G",0,0,68.0,173,"Cincinnati","","1973-08-23","0000-00-00"
"slauggw01w","F",0,0,75.0,181,"Tulane","","1980-07-01","0000-00-00"
"slavtge01w","G",0,0,73.0,160,"Florida International","","1979-10-20","0000-00-00"
"smithai01w","F",0,0,74.0,173,"Louisiana State","","1980-07-18","0000-00-00"
"smithbr01w","F-C",0,0,75.0,195,"Stanford","","1984-04-30","0000-00-00"
"smithch01w","G",0,0,67.0,140,"Arkansas","","1975-08-14","0000-00-00"
"smithch02w","F",0,0,70.0,145,"Stanford","","1975-05-02","0000-00-00"
"smithch03w","G",0,0,72.0,148,"North Carolina","","1973-08-23","0000-00-00"
"smithcr01w","G",0,0,66.0,121,"Iowa","","1984-03-12","0000-00-00"
"smithje01w","C",0,0,75.0,198,"Michigan","","1982-04-10","0000-00-00"
"smithka01w","G-F",0,0,71.0,174,"Ohio State","","1974-06-04","0000-00-00"
"smithki01w","F",0,0,73.0,158,"Utah","","1984-05-07","0000-00-00"
"smithla01w","G",0,0,67.0,150,"Mississippi State","","1974-02-06","0000-00-00"
"smithta01w","F-C",0,0,76.0,160,"Iowa","","1977-04-01","0000-00-00"
"smithty01w","F",0,0,72.0,0,"Delaware","","1985-04-21","0000-00-00"
"smithwa01w","G",0,0,71.0,175,"Duke","","1985-07-09","0000-00-00"
"snellbe01w","G",0,0,69.0,170,"University of Sydney","","1981-10-01","0000-00-00"
"snowmi01w","C",0,0,77.0,158,"Tennessee","","1980-03-20","0000-00-00"
"sobrale01w","F",0,0,73.0,183,"","","1974-11-22","0000-00-00"
"sobrama01w","C",0,0,75.0,163,"","","1964-03-23","0000-00-00"
"spencsi01w","G",0,0,75.0,183,"Tennessee","","1985-03-07","0000-00-00"
"spornra01w","F",0,0,74.0,150,"","","1968-05-26","0000-00-00"
"stafftr01w","F",0,0,73.0,180,"California","","1970-11-11","0000-00-00"
"staleda01w","G",0,0,66.0,134,"Virginia","","1970-05-04","0000-00-00"
"stanlma99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"stansti01w","F-C",0,0,75.0,183,"North Carolina State","","1983-01-16","0000-00-00"
"starbka01w","G",0,0,73.0,153,"Stanford","","1975-07-30","0000-00-00"
"stedika01w","F-G",0,0,72.0,173,"Stanford","","1967-12-11","0000-00-00"
"stepama01w","C",0,0,80.0,187,"","","1979-02-23","0000-00-00"
"stephre01w","G",0,0,71.0,160,"UCLA","","1969-12-28","0000-00-00"
"stephst01w","C",0,0,76.0,205,"Texas","","1982-01-21","0000-00-00"
"sterkca01w","F",0,0,74.0,170,"Central Michigan","","0000-00-00","0000-00-00"
"stevema01w","F-C",0,0,75.0,166,"Auburn","","1982-02-04","0000-00-00"
"stileja01w","G",0,0,68.0,144,"Missouri State","","1978-12-21","0000-00-00"
"stillva01w","F-C",0,0,73.0,151,"Kentucky","","1961-05-14","0000-00-00"
"stinsan01w","G",0,0,70.0,158,"North Carolina State","","1967-11-25","0000-00-00"
"stiresh01w","F",0,0,71.0,208,"Kansas State","","1972-05-21","0000-00-00"
"stockta01w","F-C",0,0,74.0,165,"Florida","","1979-01-29","0000-00-00"
"streiju01w","F",0,0,74.0,165,"","","1972-05-14","0000-00-00"
"stricsh01w","G-F",0,0,74.0,178,"Tennessee","","1990-07-30","0000-00-00"
"strotan01w","G-F",0,0,75.0,166,"Connecticut","","1983-12-11","0000-00-00"
"suberto01w","G",0,0,67.0,137,"Virginia","","1974-11-23","0000-00-00"
"summela01w","C",0,0,74.0,167,"","","1983-12-13","0000-00-00"
"sun-mju01w","C",0,0,73.0,168,"","","1974-10-12","0000-00-00"
"suttota01w","C",0,0,76.0,199,"Rutgers","","1978-01-27","0000-00-00"
"swanike01w","G",0,0,67.0,144,"Connecticut","","1986-08-10","0000-00-00"
"swoopsh01w","F-G",0,0,72.0,145,"Texas Tech","","1971-03-25","0000-00-00"
"swordca01w","C",0,0,78.0,210,"Boston College","","1989-07-19","0000-00-00"
"sykesap01w","G-F",0,0,72.0,0,"Rutgers","","1990-07-30","0000-00-00"
"tatede01w","G",0,0,68.0,150,"Maryland","","1966-05-13","0000-00-00"
"tateso01w","G",0,0,66.0,157,"Arkansas State","","1971-09-07","0000-00-00"
"tauradi01w","F-G",0,0,72.0,172,"Connecticut","","1982-06-11","0000-00-00"
"taylode99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"tayloli01w","C",0,0,80.0,200,"UC Santa Barbara","","1981-05-20","0000-00-00"
"taylope01w","F",0,0,73.0,168,"","","1981-05-24","0000-00-00"
"teaslni01w","G",0,0,72.0,169,"North Carolina","","1979-03-22","0000-00-00"
"teilaza01w","C",0,0,79.0,170,"Western Illinois","","1983-09-24","0000-00-00"
"terryka01w","C-F",0,0,75.0,183,"Georgia Tech","","1983-10-21","0000-00-00"
"thibami99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"thirdtr01w","F",0,0,71.0,160,"Washington","","1968-02-27","0000-00-00"
"thomaca01w","F",0,0,75.0,200,"Vanderbilt","","1985-10-31","0000-00-00"
"thomach01w","C",0,0,75.0,185,"Georgia","","1982-08-14","0000-00-00"
"thomaja01w","G",0,0,69.0,145,"Duke","","1989-09-30","0000-00-00"
"thomakr01w","C",0,0,77.0,195,"Duke","","1989-06-10","0000-00-00"
"thomala01w","F",0,0,74.0,165,"Mississippi State","","1981-07-06","0000-00-00"
"thomast01w","F",0,0,70.0,154,"Michigan","","1978-08-29","0000-00-00"
"thompal01w","F",0,0,73.0,180,"Texas Tech","","1976-06-30","0000-00-00"
"thompam01w","F",0,0,73.0,170,"Oklahoma","","1987-11-18","0000-00-00"
"thompka99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"thomppa01w","F",0,0,73.0,193,"Tennessee","","1975-01-16","0000-00-00"
"thompsh01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"thompti01w","F",0,0,74.0,178,"USC","","1975-02-10","0000-00-00"
"thorbsh01w","G",0,0,69.0,149,"Utah","","1982-08-07","0000-00-00"
"thorner01w","G",0,0,70.0,150,"Brigham Young","","1981-05-19","0000-00-00"
"threaro01w","G",0,0,67.0,150,"Wisconsin","","1970-07-01","0000-00-00"
"tilliic01w","C-F",0,0,77.0,165,"Duke","","1981-12-06","0000-00-00"
"timmsmi01w","G",0,0,67.0,132,"","","1965-06-28","0000-00-00"
"tolerpe01w","G",0,0,68.0,132,"Long Beach State","","1966-03-24","0000-00-00"
"tolivkr01w","G",0,0,67.0,130,"Maryland","","1987-01-27","0000-00-00"
"torniel01w","F",0,0,73.0,160,"","","1965-05-27","0000-00-00"
"torrele01w","C",0,0,75.0,171,"Florida State","","1978-04-06","0000-00-00"
"traviti01w","G-F",0,0,71.0,145,"Flordia","","1978-03-20","0000-00-00"
"tremich01w","G",0,0,66.0,142,"Auburn","","1969-10-20","0000-00-00"
"tricetr01w","F-C",0,0,74.0,180,"North Carolina State","","1965-08-04","0000-00-00"
"tunsine01w","G-F",0,0,73.0,170,"Iowa State","","1970-08-22","0000-00-00"
"turneba01w","G-F",0,0,72.0,172,"Connecticut","","1984-06-08","0000-00-00"
"tutermo01w","G",0,0,72.0,155,"Arizona State","","1975-08-25","0000-00-00"
"tuvicsl01w","C",0,0,76.0,194,"","","1977-09-19","0000-00-00"
"tzekopo01w","C",0,0,76.0,189,"","","1968-04-30","0000-00-00"
"udokamf01w","F",0,0,72.0,187,"DePaul","","1976-06-16","0000-00-00"
"ujhelpe01w","F-C",0,0,76.0,200,"South Carolina","","1980-12-17","0000-00-00"
"umoh-it01w","G",0,0,67.0,140,"Clemson","","1977-02-21","0000-00-00"
"valdeam01w","F",0,0,73.0,160,"","","1976-08-18","0000-00-00"
"vandeco01w","G",0,0,68.0,130,"Gonzaga","","1989-02-08","0000-00-00"
"vandehe99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"vanemal01w","F",0,0,75.0,175,"UCLA","","1968-04-14","0000-00-00"
"vangomi01w","C",0,0,78.0,187,"Duke","","1977-05-10","0000-00-00"
"vaughki01w","C",0,0,76.0,208,"Rutgers","","1987-01-24","0000-00-00"
"vaughkr01w","F",0,0,73.0,160,"Virginia Commonwealth","","1986-09-08","0000-00-00"
"vealkr01w","G",0,0,70.0,150,"","","1981-07-24","0000-00-00"
"veselja01w","F",0,0,75.0,195,"none","","1983-12-31","0000-00-00"
"vidicbo01w","G",0,0,69.0,133,"Oregon State","","1973-01-07","0000-00-00"
"viglida01w","G",0,0,70.0,157,"Texas","","1975-03-07","0000-00-00"
"vilipda01w","F-C",0,0,76.0,207,"","","1975-03-30","0000-00-00"
"vodicka01w","F-C",0,0,76.0,190,"","","1972-12-19","0000-00-00"
"vodopna01w","F",0,0,75.0,181,"","","1981-04-06","0000-00-00"
"voigtka01w","G",0,0,73.0,162,"Wisconsin","","1975-04-07","0000-00-00"
"vukadmi01w","G",0,0,73.0,150,"California","","1968-11-18","0000-00-00"
"walkeas01w","F-C",0,0,73.0,200,"California","","1987-02-24","0000-00-00"
"walkeay01w","F",0,0,75.0,142,"Louisiana Tech","","1979-09-10","0000-00-00"
"walkeda01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"walkede01w","F",0,0,75.0,168,"Virginia","","1977-11-28","0000-00-00"
"walkema01w","C",0,0,75.0,253,"Pittsburgh","","1986-10-17","0000-00-00"
"walsema01w","F",0,0,74.0,184,"Penn State","","1978-10-28","0000-00-00"
"wardvo01w","C",0,0,78.0,170,"Tennessee","","1973-03-16","0000-00-00"
"warleav01w","C",0,0,75.0,0,"Liberty","","1987-05-17","0000-00-00"
"washico01w","G",0,0,66.0,138,"Notre Dame","","1971-01-17","0000-00-00"
"washito01w","F",0,0,71.0,160,"Florida","","1977-12-30","0000-00-00"
"wautean01w","C",0,0,76.0,193,"","","1980-10-12","0000-00-00"
"weathte01w","G",0,0,68.0,161,"Louisiana Tech","","1965-12-08","0000-00-00"
"webbum01w","G-F",0,0,70.0,162,"North Carolina State","","1975-06-26","0000-00-00"
"weberma01w","C",0,0,77.0,200,"Iona","","1982-06-01","0000-00-00"
"weckeke01w","F",0,0,73.0,172,"Kansas State","","1982-12-16","0000-00-00"
"weisery99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"westhpa99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"whaleli01w","G",0,0,68.0,150,"Minnesota","","1982-05-09","0000-00-00"
"whisejo99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"whitede01w","F",0,0,71.0,180,"Louisiana State","","1980-04-03","0000-00-00"
"whiteer01w","G",0,0,63.0,135,"Louisiana State","","1986-08-26","0000-00-00"
"whiteta01w","G",0,0,67.0,154,"Mississippi State","","1982-09-27","0000-00-00"
"whitiva01w","C-F",0,0,74.0,199,"Stanford","","1972-04-09","0000-00-00"
"whitmta01w","F",0,0,74.0,190,"Memphis","","1977-06-05","0000-00-00"
"whittje01w","C",0,0,77.0,176,"","","1973-09-05","0000-00-00"
"whittkh01w","F",0,0,73.0,185,"North Carolina State","","1986-08-05","0000-00-00"
"wickssu01w","F",0,0,75.0,191,"Rutgers","","1966-11-26","0000-00-00"
"widemja01w","G",0,0,66.0,135,"Stanford","","1975-10-16","0000-00-00"
"wiggica01w","G",0,0,71.0,154,"Stanford","","1987-02-14","0000-00-00"
"wilkeda01w","G",0,0,65.0,121,"Long Beach State","","1969-02-27","0000-00-00"
"wilkibr01w","C",0,0,75.0,185,"Iowa State","","1983-06-15","0000-00-00"
"williad01w","F-C",0,0,77.0,170,"USC","","1977-02-15","0000-00-00"
"willian01w","G",0,0,72.0,149,"Illinois","","1983-07-21","0000-00-00"
"willibe01w","G",0,0,69.0,145,"Texas","","1965-11-09","0000-00-00"
"willide01w","G",0,0,68.0,160,"Louisiana Tech","","1972-09-23","0000-00-00"
"willifr99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"willigr99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"williki01w","G",0,0,66.0,136,"DePaul","Westark CC","1974-10-14","0000-00-00"
"willile01w","F",0,0,72.0,200,"Auburn","","1981-02-10","0000-00-00"
"willile02w","G-F",0,0,71.0,155,"DePaul","","1979-07-04","0000-00-00"
"willili01w","G",0,0,71.0,170,"UCLA","","1984-06-13","0000-00-00"
"willina01w","F-C",0,0,74.0,210,"UCLA","","1970-11-30","0000-00-00"
"williri01w","G",0,0,66.0,135,"Connecticut","","1976-01-14","0000-00-00"
"williri02w","G",0,0,67.0,165,"Miami","","1990-05-28","0000-00-00"
"willisa01w","G-F",0,0,72.0,0,"Auburn","","1973-09-24","0000-00-00"
"willish01w","G",0,0,66.0,135,"Oregon","","1980-04-14","0000-00-00"
"willita01w","G",0,0,71.0,170,"Auburn","","1974-07-23","0000-00-00"
"willito01w","G",0,0,68.0,138,"Texas A&M","","1982-01-11","0000-00-00"
"williwe01w","G",0,0,67.0,141,"Arkansas","","1978-11-18","0000-00-00"
"wilsoam01w","F",0,0,71.0,176,"Louisiana Tech","","1977-02-06","0000-00-00"
"wintebr01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"wirthch01w","F",0,0,73.0,185,"Vanderbilt","","1987-04-18","0000-00-00"
"wisdoli01w","F",0,0,74.0,186,"Purdue","","1986-05-26","0000-00-00"
"witheso01w","G",0,0,70.0,145,"Florida","","1969-07-06","0000-00-00"
"wojtaju01w","G-F",0,0,72.0,175,"Wisconsin-Green Bay","","1989-04-09","0000-00-00"
"wolteka01w","C",0,0,79.0,227,"Connecticut","","1975-08-15","0000-00-00"
"wolvean01w","F-C",0,0,75.0,205,"Oregon","","1978-12-08","0000-00-00"
"woodaly01w","G",0,0,72.0,160,"Kansas","","1959-08-12","0000-00-00"
"woodki01w","C",0,0,76.0,0,"Wisconsin-Green Bay","","1972-09-16","0000-00-00"
"woolror01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"wooslti01w","G",0,0,67.0,132,"Tennessee","","1973-04-04","0000-00-00"
"wrighfa01w","G",0,0,66.0,130,"San Diego State","","1973-01-28","0000-00-00"
"wrighmo01w","G",0,0,71.0,178,"Virginia","","1988-07-15","0000-00-00"
"wrighsh01w","F",0,0,70.0,155,"Purdue","","1981-09-21","0000-00-00"
"wrighta01w","G",0,0,71.0,165,"Penn State","","1983-11-20","0000-00-00"
"wyckobr01w","F",0,0,73.0,183,"Florida State","","1980-03-30","0000-00-00"
"wynneda01w","F",0,0,74.0,175,"Seton Hall","","1975-02-02","0000-00-00"
"yamasli01w","G",0,0,73.0,190,"Stanford","","1980-06-02","0000-00-00"
"yasenco01w","G",0,0,72.0,160,"Purdue","","1973-12-05","2001-05-12"
"yilmane01w","F-C",0,0,76.0,193,"","","1980-06-06","0000-00-00"
"youngca01w","G",0,0,69.0,175,"Auburn","","1969-07-28","0000-00-00"
"youngso01w","F",0,0,73.0,165,"Baylor","","1983-12-15","0000-00-00"
"youngta01w","F",0,0,74.0,166,"James Madison","","1986-10-30","0000-00-00"
"zakalok01w","C",0,0,78.0,174,"","","1977-12-18","0000-00-00"
"zarafr01w","G",0,0,70.0,146,"","","1976-12-08","0000-00-00"
"zellosh01w","G",0,0,70.0,155,"Pittsburgh","","1986-08-28","0000-00-00"
"zhengha01w","C",0,0,80.0,254,"","","1967-03-07","0000-00-00"
"zierddo99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"zirkozu01w","G",0,0,69.0,145,"","","1980-06-06","0000-00-00"
"zollsh01w","G",0,0,67.0,148,"Virginia","","1986-07-11","0000-00-00"
